,Unnamed: 0,filepaths,pipelines,groups,contrast
157,157,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-0-1_con.nii,spm-5-0-1,105,right-hand
168,168,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,106,right-hand
169,169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,106,right-hand
180,180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-0-0_con.nii,spm-5-0-0,106,right-hand
181,181,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-0-1_con.nii,spm-5-0-1,106,right-hand
192,192,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,107,right-hand
193,193,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,107,right-hand
204,204,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_spm-5-0-0_con.nii,spm-5-0-0,107,right-hand
205,205,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_spm-5-0-1_con.nii,spm-5-0-1,107,right-hand
216,216,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,108,right-hand
217,217,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,108,right-hand
228,228,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_spm-5-0-0_con.nii,spm-5-0-0,108,right-hand
229,229,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_spm-5-0-1_con.nii,spm-5-0-1,108,right-hand
240,240,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,109,right-hand
241,241,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,109,right-hand
252,252,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_spm-5-0-0_con.nii,spm-5-0-0,109,right-hand
253,253,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_spm-5-0-1_con.nii,spm-5-0-1,109,right-hand
264,264,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,10,right-hand
265,265,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,10,right-hand
276,276,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_spm-5-0-0_con.nii,spm-5-0-0,10,right-hand
277,277,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_spm-5-0-1_con.nii,spm-5-0-1,10,right-hand
288,312,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,111,right-hand
289,313,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,111,right-hand
300,324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_spm-5-0-0_con.nii,spm-5-0-0,111,right-hand
301,325,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_spm-5-0-1_con.nii,spm-5-0-1,111,right-hand
312,408,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,115,right-hand
313,409,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,115,right-hand
324,420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_spm-5-0-0_con.nii,spm-5-0-0,115,right-hand
325,421,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_spm-5-0-1_con.nii,spm-5-0-1,115,right-hand
336,432,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,116,right-hand
337,433,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,116,right-hand
348,444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_spm-5-0-0_con.nii,spm-5-0-0,116,right-hand
349,445,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_spm-5-0-1_con.nii,spm-5-0-1,116,right-hand
360,456,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,117,right-hand
361,457,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,117,right-hand
372,468,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_spm-5-0-0_con.nii,spm-5-0-0,117,right-hand
373,469,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_spm-5-0-1_con.nii,spm-5-0-1,117,right-hand
384,528,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,11,right-hand
385,529,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,11,right-hand
396,540,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_spm-5-0-0_con.nii,spm-5-0-0,11,right-hand
397,541,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_spm-5-0-1_con.nii,spm-5-0-1,11,right-hand
408,552,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,120,right-hand
409,553,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,120,right-hand
420,564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_spm-5-0-0_con.nii,spm-5-0-0,120,right-hand
421,565,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_spm-5-0-1_con.nii,spm-5-0-1,120,right-hand
432,576,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,121,right-hand
433,577,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,121,right-hand
444,588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_spm-5-0-0_con.nii,spm-5-0-0,121,right-hand
445,589,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_spm-5-0-1_con.nii,spm-5-0-1,121,right-hand
456,624,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,123,right-hand
457,625,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,123,right-hand
468,636,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_spm-5-0-0_con.nii,spm-5-0-0,123,right-hand
469,637,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_spm-5-0-1_con.nii,spm-5-0-1,123,right-hand
480,648,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,124,right-hand
481,649,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,124,right-hand
492,660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_spm-5-0-0_con.nii,spm-5-0-0,124,right-hand
493,661,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_spm-5-0-1_con.nii,spm-5-0-1,124,right-hand
504,672,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,125,right-hand
505,673,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,125,right-hand
516,684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_spm-5-0-0_con.nii,spm-5-0-0,125,right-hand
517,685,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_spm-5-0-1_con.nii,spm-5-0-1,125,right-hand
528,696,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,126,right-hand
529,697,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,126,right-hand
540,708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_spm-5-0-0_con.nii,spm-5-0-0,126,right-hand
541,709,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_spm-5-0-1_con.nii,spm-5-0-1,126,right-hand
552,720,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,127,right-hand
553,721,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,127,right-hand
564,732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_spm-5-0-0_con.nii,spm-5-0-0,127,right-hand
565,733,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_spm-5-0-1_con.nii,spm-5-0-1,127,right-hand
576,816,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,130,right-hand
577,817,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,130,right-hand
588,828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_spm-5-0-0_con.nii,spm-5-0-0,130,right-hand
589,829,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_spm-5-0-1_con.nii,spm-5-0-1,130,right-hand
600,840,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,131,right-hand
601,841,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,131,right-hand
612,852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_spm-5-0-0_con.nii,spm-5-0-0,131,right-hand
613,853,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_spm-5-0-1_con.nii,spm-5-0-1,131,right-hand
624,864,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,132,right-hand
625,865,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,132,right-hand
636,876,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_spm-5-0-0_con.nii,spm-5-0-0,132,right-hand
637,877,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_spm-5-0-1_con.nii,spm-5-0-1,132,right-hand
648,888,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,133,right-hand
649,889,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,133,right-hand
660,900,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_spm-5-0-0_con.nii,spm-5-0-0,133,right-hand
661,901,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_spm-5-0-1_con.nii,spm-5-0-1,133,right-hand
672,912,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,134,right-hand
673,913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,134,right-hand
684,924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_spm-5-0-0_con.nii,spm-5-0-0,134,right-hand
685,925,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_spm-5-0-1_con.nii,spm-5-0-1,134,right-hand
696,984,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,137,right-hand
697,985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,137,right-hand
708,996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_spm-5-0-0_con.nii,spm-5-0-0,137,right-hand
709,997,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_spm-5-0-1_con.nii,spm-5-0-1,137,right-hand
720,1008,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,138,right-hand
721,1009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,138,right-hand
732,1020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_spm-5-0-0_con.nii,spm-5-0-0,138,right-hand
733,1021,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_spm-5-0-1_con.nii,spm-5-0-1,138,right-hand
744,1032,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,139,right-hand
745,1033,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,139,right-hand
756,1044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_spm-5-0-0_con.nii,spm-5-0-0,139,right-hand
757,1045,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_spm-5-0-1_con.nii,spm-5-0-1,139,right-hand
768,1056,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,13,right-hand
769,1057,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,13,right-hand
780,1068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_spm-5-0-0_con.nii,spm-5-0-0,13,right-hand
781,1069,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_spm-5-0-1_con.nii,spm-5-0-1,13,right-hand
792,1080,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,140,right-hand
793,1081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,140,right-hand
804,1092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_spm-5-0-0_con.nii,spm-5-0-0,140,right-hand
805,1093,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_spm-5-0-1_con.nii,spm-5-0-1,140,right-hand
816,1104,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,141,right-hand
817,1105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,141,right-hand
828,1116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_spm-5-0-0_con.nii,spm-5-0-0,141,right-hand
829,1117,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_spm-5-0-1_con.nii,spm-5-0-1,141,right-hand
840,1128,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,142,right-hand
841,1129,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,142,right-hand
852,1140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_spm-5-0-0_con.nii,spm-5-0-0,142,right-hand
853,1141,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_spm-5-0-1_con.nii,spm-5-0-1,142,right-hand
864,1152,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,143,right-hand
865,1153,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,143,right-hand
876,1164,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_spm-5-0-0_con.nii,spm-5-0-0,143,right-hand
877,1165,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_spm-5-0-1_con.nii,spm-5-0-1,143,right-hand
888,1176,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,144,right-hand
889,1177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,144,right-hand
900,1188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_spm-5-0-0_con.nii,spm-5-0-0,144,right-hand
901,1189,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_spm-5-0-1_con.nii,spm-5-0-1,144,right-hand
912,1224,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,146,right-hand
913,1225,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,146,right-hand
924,1236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_spm-5-0-0_con.nii,spm-5-0-0,146,right-hand
925,1237,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_spm-5-0-1_con.nii,spm-5-0-1,146,right-hand
936,1248,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,147,right-hand
937,1249,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,147,right-hand
948,1260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_spm-5-0-0_con.nii,spm-5-0-0,147,right-hand
949,1261,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_spm-5-0-1_con.nii,spm-5-0-1,147,right-hand
960,1296,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,149,right-hand
961,1297,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,149,right-hand
972,1308,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_spm-5-0-0_con.nii,spm-5-0-0,149,right-hand
973,1309,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_spm-5-0-1_con.nii,spm-5-0-1,149,right-hand
984,1344,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,150,right-hand
985,1345,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,150,right-hand
996,1356,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_right-hand_spm-5-0-0_con.nii,spm-5-0-0,150,right-hand
