,Unnamed: 0,filepaths,pipelines,groups,contrast
673,913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,134,left-hand
684,924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_left-hand_spm-5-0-0_con.nii,spm-5-0-0,134,left-hand
685,925,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_left-hand_spm-5-0-1_con.nii,spm-5-0-1,134,left-hand
696,984,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,137,left-hand
697,985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,137,left-hand
708,996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_left-hand_spm-5-0-0_con.nii,spm-5-0-0,137,left-hand
709,997,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_left-hand_spm-5-0-1_con.nii,spm-5-0-1,137,left-hand
720,1008,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,138,left-hand
721,1009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,138,left-hand
732,1020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_left-hand_spm-5-0-0_con.nii,spm-5-0-0,138,left-hand
733,1021,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_left-hand_spm-5-0-1_con.nii,spm-5-0-1,138,left-hand
744,1032,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,139,left-hand
745,1033,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,139,left-hand
756,1044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_left-hand_spm-5-0-0_con.nii,spm-5-0-0,139,left-hand
757,1045,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_left-hand_spm-5-0-1_con.nii,spm-5-0-1,139,left-hand
768,1056,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,13,left-hand
769,1057,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,13,left-hand
780,1068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_left-hand_spm-5-0-0_con.nii,spm-5-0-0,13,left-hand
781,1069,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_left-hand_spm-5-0-1_con.nii,spm-5-0-1,13,left-hand
792,1080,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,140,left-hand
793,1081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,140,left-hand
804,1092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_left-hand_spm-5-0-0_con.nii,spm-5-0-0,140,left-hand
805,1093,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_left-hand_spm-5-0-1_con.nii,spm-5-0-1,140,left-hand
816,1104,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,141,left-hand
817,1105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,141,left-hand
828,1116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_left-hand_spm-5-0-0_con.nii,spm-5-0-0,141,left-hand
829,1117,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_left-hand_spm-5-0-1_con.nii,spm-5-0-1,141,left-hand
840,1128,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,142,left-hand
841,1129,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,142,left-hand
852,1140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_left-hand_spm-5-0-0_con.nii,spm-5-0-0,142,left-hand
853,1141,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_left-hand_spm-5-0-1_con.nii,spm-5-0-1,142,left-hand
864,1152,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,143,left-hand
865,1153,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,143,left-hand
876,1164,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_left-hand_spm-5-0-0_con.nii,spm-5-0-0,143,left-hand
877,1165,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_left-hand_spm-5-0-1_con.nii,spm-5-0-1,143,left-hand
888,1176,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,144,left-hand
889,1177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,144,left-hand
900,1188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_left-hand_spm-5-0-0_con.nii,spm-5-0-0,144,left-hand
901,1189,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_left-hand_spm-5-0-1_con.nii,spm-5-0-1,144,left-hand
912,1224,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,146,left-hand
913,1225,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,146,left-hand
924,1236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_left-hand_spm-5-0-0_con.nii,spm-5-0-0,146,left-hand
925,1237,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_left-hand_spm-5-0-1_con.nii,spm-5-0-1,146,left-hand
936,1248,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,147,left-hand
937,1249,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,147,left-hand
948,1260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_left-hand_spm-5-0-0_con.nii,spm-5-0-0,147,left-hand
949,1261,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_left-hand_spm-5-0-1_con.nii,spm-5-0-1,147,left-hand
960,1296,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,149,left-hand
961,1297,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,149,left-hand
972,1308,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_left-hand_spm-5-0-0_con.nii,spm-5-0-0,149,left-hand
973,1309,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_left-hand_spm-5-0-1_con.nii,spm-5-0-1,149,left-hand
984,1344,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_left-hand_fsl-5-0-0_con.nii,fsl-5-0-0,150,left-hand
985,1345,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_left-hand_fsl-5-0-1_con.nii,fsl-5-0-1,150,left-hand
996,1356,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_left-hand_spm-5-0-0_con.nii,spm-5-0-0,150,left-hand
